"bugID";"sd";"cl";"pd";"co";"rp";"os";"bs";"rs";"pr";"bsr"
"547876";"Legitimize compiler option '-F'";"Eclipse Foundation";"z_Archived";"titan.core";"All";"All";"CLOSED";"FIXED";"P3";"enhancement"
"547877";"API Tools application reports API issues because of re-exported javax.inject";"Eclipse Project";"Platform";"Runtime";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547879";"Folding update does not work correctly";"Technology";"lsp4e";"General";"PC";"Mac OS X";"UNCONFIRMED";;"P3";"normal"
"547880";"Make m2e able to produce/consume pre-built JDT indexes for artifacts";"Eclipse Foundation";"z_Archived";"m2e";"All";"All";"NEW";;"P3";"enhancement"
"547881";"Allow targets to specify ATTR_REMOTE_TCP";"Tools";"CDT";"cdt-debug-dsf-gdb";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547882";"Add category to throttle builds against for CDT";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547883";"Add Leif Geiger as committer for simrel";"Eclipse Foundation";"Community";"Cross-Project";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"547885";"[DTL]Testing of Lua Code Generator";"IoT";"4DIAC";"FORTE";"PC";"Windows 10";"UNCONFIRMED";;"P3";"normal"
"547886";"[DTL] Testing simple functionality";"IoT";"4DIAC";"FORTE";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"547887";"[DTL]Testing advanced functionality";"IoT";"4DIAC";"FORTE";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"547888";"Deploying basic FBs through the dynamic type loader leads to error when starting from development branch";"IoT";"4DIAC";"FORTE";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"547889";"Create eclipse/codewind-docs repository";"Eclipse Foundation";"Community";"GitHub";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"547890";"Publish Eclipse 4.12 to maven central";"Eclipse Project";"Platform";"Releng";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"normal"
"547891";"[13] flag error for unqualified yield method invocations and yield type";"Eclipse Project";"JDT";"Core";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"normal"
"547892";"[13] Codegen for YieldStatement";"Eclipse Project";"JDT";"Core";"PC";"Windows 7";"VERIFIED";"FIXED";"P3";"normal"
"547893";"Unexpected output on opening Help";"Eclipse Project";"Platform";"User Assistance";"All";"All";"CLOSED";"WONTFIX";"P3";"minor"
"547894";"NoSuchMethodError when importing Existing Code as Makefile Project";"Tools";"CDT";"cdt-build-managed";"PC";"Linux";"VERIFIED";"FIXED";"P3";"blocker"
"547895";"NPE WorkbenchApplicationConfiguration#getOSGiProperty";"RT";"RAP";"Workbench";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"normal"
"547896";"P2 Bundle Rap E4 Demo contains no classes";"RT";"RAP";"Demo";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"normal"
"547897";"Investigate column widths for N&N documentation";"Eclipse Project";"Platform";"Doc";"All";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547898";"Open declaration does not work for imports which import a complete namespace";"Modeling";"eTrice";"UserInterface";"PC";"Windows 10";"CLOSED";"DUPLICATE";"P3";"normal"
"547900";"[13] dom support for JEP 354 Switch Expression";"Eclipse Project";"JDT";"Core";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"normal"
"547901";"Prep work for 4.13 and open master for development";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547902";"Create parent pom and target sdk deployment jobs for 4.13";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547903";"Create new test jobs for 4.13";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547904";"Configure SWT build scripts for 4.13";"Eclipse Project";"Platform";"SWT";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547905";"Need a new temporary splash screen for 4.13";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547906";"Create 4.13-I-builds repo";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547907";"POM and product version change for 4.13 release";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547908";"Update Comparator repo and eclipse run repo to 4.13-I-builds repo";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547910";"CoreException: No property tester contributes a property org.eclipse.linuxtools.systemtap.ui.ide.handlers.hasDefinition to type class org.eclipse.core.internal.resources.Project";"Tools";"Linux Tools";"Systemtap";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547911";"[Designer] Facilitate the use of template bindings";"Modeling";"Papyrus";"Designer";"All";"All";"NEW";;"P3";"enhancement"
"547912";"[DTL] Testing ECCS and corner cases";"IoT";"4DIAC";"FORTE";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"547913";"[Designer] Fix references in component library";"Modeling";"Papyrus";"Designer";"All";"All";"NEW";;"P3";"normal"
"547914";"[UnitTest] xml reports do contain an additional root node";"Technology";"Ease";"Engines";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547916";"New Launch Configuration Wizard Dialog too big";"Tools";"CDT";"launchbar";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547917";"Create eclipse/codewind repository";"Eclipse Foundation";"Community";"GitHub";"All";"All";"CLOSED";"FIXED";"P3";"blocker"
"547918";"Show configuration type in config edit dialog";"Tools";"CDT";"launchbar";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547919";"[IoTML] WoT TD generator";"Modeling";"Papyrus";"IoTML";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547920";"Update product version number to 4.13 across build scripts";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547921";"Hide 4.13 builds from the download page";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547922";"Move previous version to 4.12 RC2 across build scripts";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547923";"Show 4.13 builds on download page";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547924";"Update version number in mac's Eclipse.app for 4.13";"Eclipse Project";"Platform";"Releng";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"normal"
"547925";"Move to release version of 4.12 in build scripts";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547926";"Create generic repos I-builds and milestones to point to 4.13 repos";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547927";"Version bumps for 4.13 stream";"Eclipse Project";"Platform";"Releng";"PC";"All";"CLOSED";"DUPLICATE";"P3";"enhancement"
"547928";"Version bumps for 4.13 stream";"Eclipse Project";"Platform";"Releng";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547929";"ConcurrentModificationException below ContainerGCCToolChainProvider$2.run (thrown in ArrayList$Itr.checkForComodification)";"Tools";"Linux Tools";"Docker";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547930";"a flag on extension to declare a language server is a singleton";"Technology";"lsp4e";"IDE";"All";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"547931";"Linux Tools Gerrit Job No Longer Triggering On Changes";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Linux";"CLOSED";"DUPLICATE";"P3";"normal"
"547932";"Discontinue http mirrors";"Eclipse Foundation";"Community";"Website";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"547933";"[GTK] Browser widget not sized properly";"Eclipse Project";"Platform";"SWT";"PC";"Linux";"VERIFIED";"FIXED";"P3";"minor"
"547934";"[Snippets] Add SnippetExplorer to filter and launch SWT Snippets";"Eclipse Project";"Platform";"SWT";"All";"All";"VERIFIED";"FIXED";"P3";"enhancement"
"547935";"[Snippets] Add preview image for SWT Snippets";"Eclipse Project";"Platform";"SWT";"All";"All";"VERIFIED";"FIXED";"P3";"enhancement"
"547936";"[Snippets] Every Snippet should set a window title";"Eclipse Project";"Platform";"SWT";"All";"All";"VERIFIED";"FIXED";"P3";"enhancement"
"547937";"[Snippets] Update OpenGL Snippets for current library version";"Eclipse Project";"Platform";"SWT";"All";"All";"VERIFIED";"FIXED";"P3";"normal"
"547938";"[Snippets] Some improvements for SWT Snippets";"Eclipse Project";"Platform";"SWT";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547940";"Enable Travis CI for eclipse/packager";"Eclipse Foundation";"Community";"Outside Services";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547941";"Workspace image path attribute should be evaluated as an expression";"Modeling";"Sirius";"Diagram";"All";"All";"NEW";;"P3";"enhancement"
"547942";"Move Deeplearning4j repository under Eclipse organization";"Eclipse Foundation";"Community";"GitHub";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547943";"[language] Make Extent more generally useable";"Modeling";"QVTd";"Core";"PC";"Windows 10";"NEW";;"P3";"normal"
"547944";"[Moka] Fuml, PSSM and PSCS normative constraint should be implemented";"Modeling";"Papyrus";"Moka";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547945";"[Diagram] The code org.eclipse.papyrus.infra.gmfdiag.common.figure.edge.PapyrusEdgeFigure.drawCommonbendpoints(Graphics) must be moved in the EditPart";"Modeling";"Papyrus";"Diagram";"PC";"Windows 7";"NEW";;"P3";"normal"
"547946";"Update emf pattern for 2019-06";"Modeling";"EMF.EGF";"Core";"PC";"Windows 7";"NEW";;"P3";"normal"
"547948";"Broken http://download.eclipse.org/usssdk/updates/latest";"Technology";"USSSDK";"General";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"blocker"
"547950";"[Diagram][Export All Diagram] Common Bendpoint calculus fails during the export as image";"Modeling";"Papyrus";"Diagram";"PC";"Windows 7";"CLOSED";"FIXED";"P3";"major"
"547951";"Contribute the experimental Sprotty-based diagram server code";"Modeling";"Sirius";"Server";"All";"All";"CLOSED";"FIXED";"P3";"enhancement"
"547952";"[CLA ]Contributor License Agreement (CLA) check";"Eclipse Foundation";"Community";"Gerrit";"PC";"Windows 8";"RESOLVED";"FIXED";"P3";"major"
"547954";"[TMF] Tooltip size incorrect due to SWT bug";"Tools";"Tracecompass";"TMF";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547955";"JIPP for swtchart";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"547956";"Use BOM for gradle build";"Modeling";"eTrice";"RelEng";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547957";"Update parking and entrance information on eclipse.org";"Eclipse Foundation";"Community";"Website";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"547958";"Historical/inactive committer should be shown as *was* not *is* committer";"Eclipse Foundation";"Community";"Project Management & Portal";"All";"All";"NEW";;"P3";"normal"
"547959";"content assist causes error for deprecation method completion";"Eclipse Project";"JDT";"Core";"PC";"Windows 10";"NEW";;"P3";"normal"
"547960";"NPE when using Tomcat 9 in latest 2019-06 M3 epp smoketest";"WebTools";"WTP ServerTools";"jst.server";"PC";"Mac OS X";"NEW";;"P3";"normal"
"547961";"Create a Hello World application";"Eclipse Project";"Platform";"Doc";"All";"Linux";"RESOLVED";"WORKSFORME";"P3";"normal"
"547962";"Creating change from the Gerrit UI is blocked by Signed-Off-By";"Eclipse Foundation";"Community";"Gerrit";"PC";"Linux";"CLOSED";"INVALID";"P3";"major"
"547963";"[Freeze] Add option to include cell on FreezePositionCommand";"Technology";"NatTable";"Core";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"enhancement"
"547964";"tmf: Trace Compass 5.0 RC1 misses patch ""Rename TmfXYAxis to TmfXYAxisDescription""";"Tools";"Tracecompass";"TMF";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547965";"Message: ""the method toarray() is undefined for the type collection__"". in debug";"Eclipse Project";"Platform";"Debug";"PC";"Windows 10";"CLOSED";"DUPLICATE";"P3";"critical"
"547967";"MSVC Build Output parser";"Tools";"CDT";"cdt-build-managed";"PC";"Windows All";"RESOLVED";"FIXED";"P3";"enhancement"
"547968";"Declare 4.12 RC2";"Eclipse Project";"Platform";"Releng";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"normal"
"547969";"Scala ide can't set breakpoints for the debugger.";"Eclipse Project";"JDT";"Debug";"PC";"Windows 10";"CLOSED";"NOT_ECLIPSE";"P3";"normal"
"547970";"[Auto Value] Outer and Inner class creation fails";"Eclipse Project";"JDT";"APT";"PC";"Windows 10";"NEW";;"P3";"normal"
"547971";"WindowBuilder : Can't open the design page of a class";"Eclipse Foundation";"z_Archived";"WindowBuilder";"PC";"Windows 7";"CLOSED";"INVALID";"P3";"normal"
"547973";"Implement TIME_IN_[S/MS/US/NS]_TO_LREAL";"IoT";"4DIAC";"FORTE";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547974";"Implement TIME_IN_[S/MS/US/NS]_TO_LINT";"IoT";"4DIAC";"FORTE";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547975";"Implement TIME_IN_[S/MS/US/NS]_TO_ULINT";"IoT";"4DIAC";"FORTE";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547977";"Add FB representation for Implement TIME_IN_[S/MS/US/NS]_TO_ULINT";"IoT";"4DIAC";"FORTE";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547978";"Add FB representation for Implement TIME_IN_[S/MS/US/NS]_TO_LINT";"IoT";"4DIAC";"FORTE";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547979";"Add NOW function for getting current time";"IoT";"4DIAC";"FORTE";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547984";"[Platform] getSystemProperty() should also query env variables";"Technology";"Ease";"Modules";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"547985";"Maven 3.6.1 is not compatible with Tycho P2";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Linux";"CLOSED";"WORKSFORME";"P3";"normal"
"547986";"[GTK3] Table editor at first row not painted";"Eclipse Project";"Platform";"SWT";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"547987";"[ELK] algorithm selection is not applied to containers";"Modeling";"Sirius";"Diagram";"PC";"Windows 10";"UNCONFIRMED";;"P3";"normal"
"547988";"No partVisible event for minimized part on perspective switch";"Eclipse Project";"Platform";"UI";"PC";"Windows 10";"CLOSED";"WONTFIX";"P3";"normal"
"547989";"[Win32] Owner-drawn table ignores set background color for sorting column";"Eclipse Project";"Platform";"SWT";"PC";"Windows 10";"ASSIGNED";;"P3";"normal"
"547990";"objectsOfKind neglects to resolveAll";"Modeling";"QVTo";"Engine";"PC";"Windows 10";"NEW";;"P3";"normal"
"547991";"[test] LeakTestsBefore9.testLeaksOnCleanBuild failing intermittently";"Eclipse Project";"JDT";"Core";"PC";"Windows 7";"NEW";;"P3";"normal"
"547992";"Nightly builds update site with 0.7.0 builds no longer available";"Technology";"Ease";"Website";"All";"All";"CLOSED";"FIXED";"P3";"major"
"547993";"[runtime] Fully load all models once";"Modeling";"QVTd";"Core";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"547994";"[ELK] Ability to choose algorithm for each container type";"Modeling";"Sirius";"Diagram";"PC";"Windows 10";"NEW";;"P3";"normal"
"547995";"NumberFormatException when using project specific settings";"Eclipse Project";"JDT";"Core";"PC";"Windows 10";"VERIFIED";"INVALID";"P3";"critical"
"547996";"[release] tools.tracecompass 5.0.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"547997";"EModelService findElement methods do not find shared elements of MWindow";"Eclipse Project";"Platform";"UI";"PC";"All";"RESOLVED";"FIXED";"P3";"major"
"547998";"[GTK3] Bottom scrollbar arrow does nothing on click";"Eclipse Project";"Platform";"SWT";"PC";"Linux";"CLOSED";"WONTFIX";"P3";"normal"
"547999";"I cant' install eclpse";"Eclipse Project";"Platform";"User Assistance";"PC";"Windows 7";"CLOSED";"WONTFIX";"P3";"normal"
"548000";"[release] technology.swtbot 2.8.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"548001";"[release] webtools 3.14.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"548002";"For each conversion doesn't work for collections";"Eclipse Project";"JDT";"UI";"PC";"Linux";"VERIFIED";"FIXED";"P3";"normal"
"548003";"Content assist inside of specific lambdas results in NullPointerException";"Eclipse Project";"JDT";"Core";"All";"All";"NEW";;"P3";"normal"
"548004";"Show/hide mode: node labels moves when made hidden or visible";"Modeling";"Sirius";"Diagram";"PC";"Windows 10";"NEW";;"P3";"normal"
"548006";"Add support to reset reordering";"Technology";"NatTable";"Core";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"enhancement"
"548007";"[release] tools.cdt 9.8.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"548008";"Platform Help should use SVGs instead of pixel graphics";"Eclipse Project";"Platform";"Doc";"All";"All";"VERIFIED";"FIXED";"P3";"normal"
"548009";"Create eclipse/codewind-che-plugin repository";"Eclipse Foundation";"Community";"GitHub";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"548010";"Qt projects don't work out of the box";"Tools";"CDT";"cdt-qt";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"548011";"[release] tools.linuxtools 7.3.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"548012";"[release] polarsys.polarsys.opencert 1.0.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"CLOSED";"WONTFIX";"P3";"normal"
"548016";"Remove function TIME()";"IoT";"4DIAC";"FORTE";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"548017";"Reduce contention in BundleLoaderSources.getPackageSource()";"Eclipse Project";"Equinox";"Framework";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"548018";"Container launch targets may disappear after removing then restoring connection";"Tools";"CDT";"cdt-build";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"548019";"Move I-builds to R4_12_maintenance branch";"Eclipse Project";"Platform";"Releng";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"normal"
